link,title,authors,journal,publication_year,id
10.1016/j.cpr.2020.101910,Rumination in posttraumatic stress disorder: A systematic review,"Moulds, Michelle L.; Bisby, Madelyne A.; Wild, Jennifer; Bryant, Richard A.",CLINICAL PSYCHOLOGY REVIEW,2020,304
10.1037/emo0000662,On Thanksgiving: Cultural Variation in Gratitude Demonstrations and Perceptions Between the United States and Taiwan,"Chang, Yen-Ping; Algoe, Sara B.",EMOTION,2020,305
10.1111/bjso.12327,When stereotype threat makes me more or less intelligent: The informative role of emotions in effort mobilization and task performance,"Drace, Sasa; Korlat, Selma; Dokic, Ratko",BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,2020,306
10.1111/cdev.13453,Socioeconomic Status Gradients in Young Children's Well-Being at School,"Loft, Lisbeth; Waldfogel, Jane",CHILD DEVELOPMENT,2021,307
10.1007/s11469-020-00284-2,Comparison of the Effectiveness of Positive Psychology and Emotion Regulation Training Interventions in Promoting the Psychological Well-Being in Nar-Anon Group,"Sabz, Ali Mazlomi Barm; Asgari, Parviz; Makvandi, Behnam; Ehteshamzadeh, Parvin; Pour, Saeed Bakhtiyar",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2021,308
10.1016/j.psychsport.2020.101737,Choice of practice-task order enhances golf skill learning,"An, Jongseong; Lewthwaite, Rebecca; Lee, Seungmin; Wulf, Gabriele",PSYCHOLOGY OF SPORT AND EXERCISE,2020,309
10.1016/j.jenvp.2020.101496,For the love of nature: People who prefer natural versus synthetic drugs are higher in nature connectedness,"Li, Heng; Cao, Yu",JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,2020,310
10.1177/0959353520945851,"Emergent identities: New sexualities, genders, and relationships in a digital era","Scott, Lwando",FEMINISM & PSYCHOLOGY,2021,311
10.1080/1750984X.2020.1790024,Extraversion in sport: a scoping review,"Allen, Mark S.; Mison, Erin A.; Robson, Davina A.; Laborde, Sylvain",INTERNATIONAL REVIEW OF SPORT AND EXERCISE PSYCHOLOGY,2021,312
10.1007/s11469-020-00440-8,The Effectiveness of Emotional Intelligence in the Face of Terrorism Fear and Employees' Mental Health Strain,"Shah, Syed Asad Ali; Yezhuang, Tian; Shah, Adnan Muhammad; Mamirkulova, Gulnara",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2022,313
10.1111/jopy.12599,Emotion regulation during personal goal pursuit: Integration versus suppression of emotions,"Benita, Moti; Shechter, Talia; Nudler-Muzikant, Shahar; Arbel, Reout",JOURNAL OF PERSONALITY,2021,314
10.1093/workar/waaa021,The Psychological Consequences of the COVID-19 on Residents and Staff in Nursing Homes,"Mo, Shenjiang; Shi, Junqi",WORK AGING AND RETIREMENT,2020,315
10.1017/S003329171900196X,"Replicated evidence that endophenotypic expression of schizophrenia polygenic risk is greater in healthy siblings of patients compared to controls, suggesting gene-environment interaction. The EUGEI study","van Os, Jim; Pries, Lotta-Katrin; Delespaul, Philippe; Kenis, Gunter; Luykx, Jurjen J.; Lin, Bochao D.; Richards, Alexander L.; Akdede, Berna; Binbay, Tolga; Altinyazar, Vesile; Yalincetin, Berna; Gumus-Akay, Guvem; Cihan, Burcin; Soyguer, Haldun; Ulas, Halis; Cankurtaran, Eylem Sahin; Kaymak, Semra Ulusoy; Mihaljevic, Marina M.; Petrovic, Sanja Andric; Mirjanic, Tijana; Bernardo, Miguel; Cabrera, Bibiana; Bobes, Julio; Saiz, Pilar A.; Garcia-Portilla, Maria Paz; Sanjuan, Julio; Aguilar, Eduardo J.; Santos, Jose Luis; Jimenez-Lopez, Estela; Arrojo, Manuel; Carracedo, Angel; Lopez, Gonzalo; Gonzalez-Penas, Javier; Parellada, Mara; Maric, Nadja P.; Atbasoglu, Cem; Ucok, Alp; Alptekin, Koksal; Saka, Meram Can; Arango, Celso; O'Donovan, Michael; Rutten, Bart P. F.; Guloksuz, Sinan",PSYCHOLOGICAL MEDICINE,2020,316
10.1177/2167702619865966,Perfectionism in the Transition to University: Comparing Diathesis-Stress and Downward Spiral Models of Depressive Symptoms,"Levine, Shelby L.; Milyavskaya, Marina; Zuroff, David C.",CLINICAL PSYCHOLOGICAL SCIENCE,2020,317
10.1007/s00787-020-01672-8,Evidence suggests children are being left behind in COVID-19 mental health research,"Racine, Nicole; Korczak, Daphne J.; Madigan, Sheri",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2022,318
NA,THROMBOTIC RISK AND OCCURRENCE OF THROMBOSIS AMONG TRANSGENDER ADOLESCENTS AND YOUNG ADULTS RECEIVING GENDER-AFFIRMING HORMONAL THERAPY,"Mullins, Tanya L. Kowalczyk; Mullins, Eric S.; Conard, Lee Ann; Geer, Rebecca; Metcalf, Megan; Piccola, Jeanne",JOURNAL OF ADOLESCENT HEALTH,2020,319
10.1007/s10964-019-01186-w,Parallel Changes in Ethnic/Racial Discrimination and Identity in High School,"Wang, Yijie; Yip, Tiffany",JOURNAL OF YOUTH AND ADOLESCENCE,2020,320
10.1111/cdev.13262,The Development of Critical Consciousness and its Relation to Academic Achievement in Adolescents of Color,"Seider, Scott; Clark, Shelby; Graves, Daren",CHILD DEVELOPMENT,2020,321
10.1111/cdev.13350,Trajectories of Online Racial Discrimination and Psychological Functioning Among African American and Latino Adolescents,"Tynes, Brendesha M.; English, Devin; Del Toro, Juan; Smith, Naila A.; Lozada, Fantasy T.; Williams, David R.",CHILD DEVELOPMENT,2020,322
10.1007/s00787-019-01398-2,Time spent gaming and psychiatric symptoms in childhood: cross-sectional associations and longitudinal effects,"Stenseng, Frode; Hygen, Beate Wold; Wichstrom, Lars",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2020,323
10.1007/s11469-020-00324-x,Mandatory Junior School Certificate Exams and Young Teenage Suicides in Bangladesh: A Response to Arafat (2020),"Mamun, Mohammed A.; Griffiths, Mark D.",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2022,324
10.1177/2167702620953636,Spontaneous Self-Distancing Mediates the Association Between Working Memory Capacity and Emotion Regulation Success,"Seah, T. H. Stanley; Matt, Lindsey M.; Coifman, Karin G.",CLINICAL PSYCHOLOGICAL SCIENCE,2021,325
10.1111/jcpp.13181,Editorial: 'People get ready': Are mental disorder diagnostics ripe for a Kuhnian revolution?,"Sonuga-Barke, Edmund J. S.",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,2020,326
10.1007/s00787-020-01646-w,How common are depression and anxiety in adolescents with chronic fatigue syndrome (CFS) and how should we screen for these mental health co-morbidities? A clinical cohort study,"Loades, Maria E.; Read, Rebecca; Smith, Lucie; Higson-Sweeney, Nina T.; Laffan, Amanda; Stallard, Paul; Kessler, David; Crawley, Esther",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2021,327
NA,I'M NOT GONNA DIE BECAUSE OF AN STD: FEMALE AFRICAN AMERICAN ADOLESCENTS' PERSPECTIVES ON HOW THEY PROTECTED THEMSELVES FROM SEXUAL RISKS WHILE IN FOSTER CARE,"Ross, Christina",JOURNAL OF ADOLESCENT HEALTH,2020,328
10.1002/mar.21349,Online users' attitudes toward fake news: Implications for brand management,"Borges-Tiago, Teresa; Tiago, Flavio; Silva, Osvaldo; Guaita Martinez, Jose Manuel; Botella-Carrubi, Dolores",PSYCHOLOGY & MARKETING,2020,329
10.1037/edu0000358,Supporting Teachers' Use of Data-Based Instruction to Improve Students' Early Writing Skills,"McMaster, Kristen L.; Lembke, Erica S.; Shin, Jaehyun; Poch, Apryl L.; Smith, R. Alex; Jung, Pyung-Gang; Allen, Abigail A.; Wagner, Kyle",JOURNAL OF EDUCATIONAL PSYCHOLOGY,2020,330
10.1016/j.psychsport.2019.101637,A holistic ecological approach to sport and study: The case of an athlete friendly university in Denmark,"Henriksen, Kristoffer; Storm, Louise Kamuk; Kuettel, Andreas; Linner, Lukas; Stambulova, Natalia",PSYCHOLOGY OF SPORT AND EXERCISE,2020,331
10.3758/s13428-019-01218-0,A parameter recovery assessment of time-variant models of decision-making,"Evans, Nathan J.; Trueblood, Jennifer S.; Holmes, William R.",BEHAVIOR RESEARCH METHODS,2020,332
NA,"NONMEDICAL USE OF PRESCRIPTION OPIOIDS, HEROIN USE, INJECTION DRUG USE, AND OVERDOSE MORTALITY AMONG ADOLESCENTS","Bohm, Michele K.; Clayton, Heather B.",JOURNAL OF ADOLESCENT HEALTH,2020,333
10.3758/s13428-020-01483-4,Measuring attention and vigilance in the laboratory vs. online: The split-half reliability of the ANTI-Vea,"Luna, Fernando G.; Roca, Javier; Martin-Arevalo, Elisa; Lupianez, Juan",BEHAVIOR RESEARCH METHODS,2021,334
10.1016/j.chb.2020.106496,"The drawbacks of Information and Communication Technologies: Interplay and psychopathological risk of nomophobia and cyber-bullying, results from the bullying and youth mental health Naples study (BYMHNS)","Catone, Gennaro; Senese, Vincenzo Paolo; Pisano, Simone; Siciliano, Margherita; Russo, Katia; Muratori, Pietro; Marotta, Rosa; Pascotto, Antonio; Broome, Matthew R.",COMPUTERS IN HUMAN BEHAVIOR,2020,335
10.1007/s10869-019-09676-1,Tensions on the spectrum: an inductive investigation of employee and manager experiences of autism,"Whelpley, Christopher E.; Banks, George C.; Bochantin, Jaime E.; Sandoval, Rosalyn",JOURNAL OF BUSINESS AND PSYCHOLOGY,2021,336
10.1016/j.jadohealth.2019.08.023,Family-Based Mental Health Promotion for Somali Bantu and Bhutanese Refugees: Feasibility and Acceptability Trial,"Betancourt, Theresa S.; Berent, Jenna M.; Freeman, Jordan; Frounfelker, Rochelle L.; Brennan, Robert T.; Abdi, Saida; Maalim, Ali; Abdi, Abdirahman; Mishra, Tej; Gautam, Bhuwan; Creswell, John W.; Beardslee, William R.",JOURNAL OF ADOLESCENT HEALTH,2020,337
10.1037/abn0000527,Proactive Control in Adolescents and Young Adults With Autism Spectrum Disorder: Unimpaired but Associated With Symptoms of Depression,"Krug, Marie K.; Elliott, Matthew, V; Gordon, Andrew; Hogeveen, Jeremy; Solomon, Marjorie",JOURNAL OF ABNORMAL PSYCHOLOGY,2020,338
10.3758/s13428-020-01373-9,The application of meta-analytic (multi-level) models with multiple random effects: A systematic review,"Fernandez-Castilla, Belen; Jamshidi, Laleh; Declercq, Lies; Beretvas, S. Natasha; Onghena, Patrick; Van den Noortgate, Wim",BEHAVIOR RESEARCH METHODS,2020,339
10.1037/hea0000823,Type D Personality and Global Positioning System Tracked Social Behavior in Patients With Cardiovascular Disease,"Habibovic, Mirela; Gavidia, Giovana; Broers, Eva; Wetzels, Mart; Ayoola, Idowu; Ribas, Vicent; Piera-Jimenez, Jordi; Widdershoven, Jos; Denollet, Johan",HEALTH PSYCHOLOGY,2020,340
10.1037/xge0000732,Temporal Dynamics of Free Recall: The Role of Rehearsal Efficiency in Word Frequency and Bilingual Language Proficiency Effects,"Francis, Wendy S.; Arteaga, Marcela M.; Liano, Mary K.; Taylor, Randolph S.",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,2020,341
10.1007/s11065-020-09448-2,A Meta-Analysis of Neuropsychological Effort Test Performance in Psychotic Disorders,"Ruiz, Ivan; Raugh, Ian M.; Bartolomeo, Lisa A.; Strauss, Gregory P.",NEUROPSYCHOLOGY REVIEW,2020,342
10.1177/0149206320921230,Voice Quality and Ostracism,"Ng, Thomas W. H.; Wang, Mo; Hsu, Dennis Y.; Su, Chang",JOURNAL OF MANAGEMENT,2022,343
10.1111/bjso.12345,Individual-based relative deprivation as a response to interpersonal help: The roles of status discrepancy and type of help,"Zhang, Hong; Deng, Weijing; Wei, Li",BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,2020,344
10.1177/1745691620924463,Is the Political Slant of Psychology Research Related to Scientific Replicability?,"Reinero, Diego A.; Wills, Julian A.; Brady, William J.; Mende-Siedlecki, Peter; Crawford, Jarret T.; Van Bavel, Jay J.",PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,2020,345
10.1038/s41562-020-0833-x,Exposure to untrustworthy websites in the 2016 US election,"Guess, Andrew M.; Nyhan, Brendan; Reifler, Jason",NATURE HUMAN BEHAVIOUR,2020,346
10.1016/j.jenvp.2020.101430,Affordances for physical activity and well-being in the ECEC outdoor environment,"Sando, Ole Johan; Sandseter, Ellen Beate H.",JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,2020,347
10.1111/cdev.13315,Cognitive Stimulation as a Mechanism Linking Socioeconomic Status With Executive Function: A Longitudinal Investigation,"Rosen, Maya L.; Hagen, McKenzie P.; Lurie, Lucy A.; Miles, Zoe E.; Sheridan, Margaret A.; Meltzoff, Andrew N.; McLaughlin, Katie A.",CHILD DEVELOPMENT,2020,348
10.1089/cyber.2020.0663,"The Instagram Infodemic: Cobranding of Conspiracy Theories, Coronavirus Disease 2019 and Authority-Questioning Beliefs","Quinn, Emma K.; Fazel, Sajjad S.; Peters, Cheryl E.",CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,2021,349
10.1007/s00787-019-01337-1,Age-specific norms and validation of the German SDQ parent version based on a nationally representative sample (KiGGS),"Janitza, Silke; Klipker, Kathrin; Hoelling, Heike",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2020,350
NA,HEXACO and the Individual,"Mcadams, Dan P.; Perlin, Joshua",EUROPEAN JOURNAL OF PERSONALITY,2020,351
10.1111/jcpp.13202,Annual Research Review: Defining and treating pediatric treatment-resistant depression,"Dwyer, Jennifer B.; Stringaris, Argyris; Brent, David A.; Bloch, Michael H.",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,2020,352
10.1080/00461520.2019.1687298,Coeditors' statement,"Greene, Jeffrey A.; Linnenbrink-Garcia, Lisa",EDUCATIONAL PSYCHOLOGIST,2020,353
10.1016/j.jaac.2020.07.035,LIVED EXPERIENCE AS A MEANS FOR UNDERSTANDING COMMERCIAL SEXUAL EXPLOITATION OF CHILDREN AND YOUTH,"Fitz, Kristina",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,354
10.1037/tra0000698,A Commentary on Moral Injury Among Health Care Providers During the COVID-19 Pandemic,"Borges, Lauren M.; Barnes, Sean M.; Farnsworth, Jacob K.; Bahraini, Nazanin H.; Brenner, Lisa A.",PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,2020,355
10.1177/0963721420922178,Cognitive Ability in Everyday Life: The Utility of Open-Source Measures,"Revelle, William; Dworak, Elizabeth M.; Condon, David",CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,2020,356
10.1016/j.copsyc.2019.07.008,The psychology of residential mobility: a decade of progress,"Choi, Hyewon; Oishi, Shigehiro",CURRENT OPINION IN PSYCHOLOGY,2020,357
10.1002/job.2436,Measuring team trust: A critical and meta-analytical review,"Feitosa, Jennifer; Grossman, Rebecca; Kramer, William S.; Salas, Eduardo",JOURNAL OF ORGANIZATIONAL BEHAVIOR,2020,358
10.1016/j.bodyim.2019.10.006,Looking to the future: Priorities for translating research to impact in the field of appearance and body image,"Atkinson, Melissa J.; Stock, Nicola M.; Alleva, Jessica M.; Jankowski, Glen S.; Piran, Niva; Riley, Sarah; Calogero, Rachel; Clarke, Alex; Rumsey, Nichola; Slater, Amy; Diedrichs, Phillippa C.; Williamson, Heidi",BODY IMAGE,2020,359
10.1016/j.copsyc.2019.11.003,"The common denominators of sleep, obesity, and psychopathology","Tubbs, Andrew S.; Khader, Waliuddin; Fernandez, Fabian; Grandner, Michael A.",CURRENT OPINION IN PSYCHOLOGY,2020,360
10.1016/j.jaac.2020.08.216,WHAT CAN WE DO WHEN THINGS FALL APART? THE PSYCHIATRIC INTENSIVE CARE UNIT: IMPLEMENTATION AND INITIAL IMPACT ON UNIT SAFETY MEASURES,"Ramasamy, Ravi S.; Simmons, Shannon; Thompson, Alysha",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,361
10.1177/1094428118825300,Stochastic Actor-Oriented Models for the Co-Evolution of Networks and Behavior: An Introduction and Tutorial,"Kalish, Yuval",ORGANIZATIONAL RESEARCH METHODS,2020,362
10.1016/j.cpr.2019.101811,How imagining personal future scenarios influences affect: Systematic review and meta-analysis,"Schubert, Torben; Eloo, Renee; Scharfen, Jana; Morina, Nexhmedin",CLINICAL PSYCHOLOGY REVIEW,2020,363
10.1016/j.janxdis.2020.102317,Moderators of psychological and psychoeducational interventions for the prevention of anxiety: A systematic review,"Moreno-Peral, Patricia; Angel Bellon, Juan; Motrico, Emma; Campos-Paino, Henar; Martin-Gomez, Carmen; Ebert, David D.; Buntrock, Claudia; Roca, Miquel; Conejo-Ceron, Sonia",JOURNAL OF ANXIETY DISORDERS,2020,364
10.1016/j.jaac.2020.07.502,WHAT'S NEW IN ADHD AND SUBSTANCE USE DISORDERS?,"Wilens, Timothy E.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,365
10.1037/ccp0000471,Mechanisms and Moderators of Intervention Efficacy for Soldiers With Untreated Alcohol Use Disorder,"Rodriguez, Lindsey M.; Neighbors, Clayton; Walker, Denise; Walton, Thomas",JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,2020,366
NA,Lewy Body Study: An Australian longitudinal biomarker study of dementia with Lewy bodies,"Chin, Kai Sin; Yassi, Nawaf; Hijazi, Zina; Villemagne, Victor; Rowe, Christopher; Masters, Colin L.; Watson, Rosie",INTERNATIONAL PSYCHOGERIATRICS,2020,367
10.1111/apps.12171,More than g: Evidence for the Incremental Validity of Performance-Based Assessments for Predicting Training Performance,"Nye, Christopher D.; Chernyshenko, Oleksandr S.; Stark, Stephen; Drasgow, Fritz; Phillips, Henry L.; Phillips, Jeffrey B.; Campbell, Justin S.",APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,2020,368
10.1177/1362361319856974,Adapted cognitive behavior therapy for obsessive-compulsive disorder with co-occurring autism spectrum disorder: A clinical effectiveness study,"Flygare, Oskar; Andersson, Erik; Ringberg, Helene; Hellstadius, Anna-Clara; Edbacken, Johan; Enander, Jesper; Dahl, Matti; Aspvall, Kristina; Windh, Indra; Russell, Ailsa; Mataix-Cols, David; Ruck, Christian",AUTISM,2020,369
10.1037/edu0000448,Disentangling Different Sources of Stability and Change in Students' Academic Self-Concepts: An Integrative Data Analysis Using the STARTS Model,"Jansen, Malte; Luedtke, Oliver; Robitzsch, Alexander",JOURNAL OF EDUCATIONAL PSYCHOLOGY,2020,370
10.1037/emo0000606,The Immutability of Valence and Arousal in the Foundation of Emotion,"Bliss-Moreau, Eliza; Williams, Lisa A.; Santistevan, Anthony C.",EMOTION,2020,371
10.1111/apps.12256,Toward an Improved Understanding of Work Motivation Profiles,"Toth-Kiraly, Istvan; Morin, Alexandre J. S.; Bothe, Beata; Rigo, Adrien; Orosz, Gabor",APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,2021,372
10.1007/s11469-020-00250-y,Post-Traumatic Stress and Social Anxiety Among Children of Syrian Refugees in Jordan,"Halasa, Suhaila; Hamdan-Mansour, Ayman M.; Salami, Ibrahim; Alenezi, Atallah",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2020,373
10.1037/emo0000552,Is Mindfulness Associated With Interpersonal Forgiveness?,"Karremans, Johan C.; van Schie, Hein T.; van Dongen, Iris; Kappen, Gesa; Mori, Gaia; van As, Sven; ten Bokkel, Isabel M.; van der Wal, Reine C.",EMOTION,2020,374
10.1016/j.brat.2020.103554,The role of attentional deployment during distancing in adolescents with major depression,"Greimel, E.; Piechaczek, C.; Schulte-Ruether, M.; Feldmann, L.; Schulte-Koerne, G.",BEHAVIOUR RESEARCH AND THERAPY,2020,375
10.1007/s10964-020-01211-3,"Neighborhood Disorder, Family Functioning, and Risky Sexual Behaviors in Adolescence","Orihuela, Catheryn A.; Mrug, Sylvie; Davies, Susan; Elliott, Marc N.; Emery, Susan Tortolero; Peskin, Melissa F.; Reisner, Sari; Schuster, Mark A.",JOURNAL OF YOUTH AND ADOLESCENCE,2020,376
10.1002/da.23121,Peripartum depression: Does risk versus diagnostic status impact mother-infant bonding and perceived social support?,"Hare, Megan M.; Kroll-Desrosiers, Aimee; Deligiannidis, Kristina M.",DEPRESSION AND ANXIETY,2021,377
NA,"Sublingual Ketamine: An Option for Increasing Accessibility of Ketamine Treatments for Depression? (vol 81, 20lcx13316, 2020)","Swainson, Jennifer; Khullar, Atul",JOURNAL OF CLINICAL PSYCHIATRY,2020,378
10.1037/amp0000746,IN MEMORIAM Claire B. Kopp (1931-2019),"Eisenberg, Nancy",AMERICAN PSYCHOLOGIST,2020,379
10.1016/j.brat.2019.103508,"Intrusive images of a distressing future: Links between prospective mental imagery, generalized anxiety and a tendency to suppress emotional experience in youth","Pile, Victoria; Lau, Jennifer Y. F.",BEHAVIOUR RESEARCH AND THERAPY,2020,380
10.1016/j.chb.2020.106464,Are video games intrinsically addictive? An international online survey,"Entwistle, Gavin J. M.; Blaszczynski, Alexander; Gainsbury, Sally M.",COMPUTERS IN HUMAN BEHAVIOR,2020,381
10.1016/j.jvb.2020.103432,"Justice, support, commitment, and time are intertwined: A social exchange perspective","Zhao, Peng; Xu, Xiaohong; Peng, Yisheng; Matthews, Russell A.",JOURNAL OF VOCATIONAL BEHAVIOR,2020,382
10.1177/0963721419896365,Neurocognitive Psychometrics of Intelligence: How Measurement Advancements Unveiled the Role of Mental Speed in Intelligence Differences,"Schubert, Anna-Lena; Frischkorn, Gidon T.",CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,2020,383
10.1159/000511823,Post-COVID-19 Epidemic: Allostatic Load among Medical and Nonmedical Workers in China,"Peng, Mao; Wang, Li; Xue, Qing; Yin, Lu; Zhu, Bo-heng; Wang, Kun; Shangguan, Fang-fang; Zhang, Pei-ran; Niu, Yan-yan; Zhang, Wen-rui; Zhao, Wen-feng; Wang, Huang; Lv, Jing; Song, Hai-qing; Min, Bao-quan; Leng, Hai-xia; Jia, Yu; Chang, Hong; Yu, Zhi-peng; Tian, Qing; Yang, Yuan; Zhu, Zhou; Li, Wei; Gao, Xiao-ling; Liu, Xiao-lei; Yang, Mei; Wang, Ping; Wei, Peng-hu; Wang, Chun-xue; Li, Jin-na; Jia, Long-bin; Huang, Xiao-min; Li, Dong-ning; Xu, Dong-juan; Deng, Yun-long; Si, Tian-mei; Dong, Hui-qing; Wang, Yu-ping; Cosci, Fiammetta; Wang, Hong-xing",PSYCHOTHERAPY AND PSYCHOSOMATICS,2021,384
10.1007/s10869-020-09703-6,"Office Housework, Burnout, and Promotion: Does Gender Matter?","Jang, Seulki; Allen, Tammy D.; Regina, Joseph",JOURNAL OF BUSINESS AND PSYCHOLOGY,2021,385
10.1037/tra0000822,"When the Going Gets Tough, the Tough Get-Creative: Israeli Jewish Religious Leaders Find Religiously Innovative Ways to Preserve Community Members' Sense of Belonging and Resilience During the COVID-19 Pandemic","Frei-Landau, Rivi",PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,2020,386
10.1007/s10869-020-09711-6,Changing the means of managerial work: effects of automated decision support systems on personnel selection tasks,"Langer, Markus; Koenig, Cornelius J.; Busch, Vivien",JOURNAL OF BUSINESS AND PSYCHOLOGY,2021,387
10.1007/s11469-018-9992-7,Histories of Social Functioning and Mental Healthcare in Severely Dysfunctional Dual-Diagnosis Psychiatric Patients,"van Kranenburg, Grieke D.; Diekman, Wout J.; Mulder, Wijnand G.; Pijnenborg, Gerdina H. M.; van den Brink, Rob H. S.; Mulder, Cornelis L.",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2020,388
10.1007/s11469-020-00279-z,Psychometric Validation of the Internet Disorder Scale-Short Form in an Italian Adult Sample,"Soraci, Paolo; Ferrari, Ambra; Bonanno, Enrico; Rosanna, De Pace; Repice, Emanuela; Griffiths, Mark D.",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2022,389
10.1111/jcpp.13214,"Exploring the cognitive, emotional and sensory correlates of social anxiety in autistic and neurotypical adolescents","Pickard, Hannah; Hirsch, Colette; Simonoff, Emily; Happe, Francesca",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,2020,390
10.1177/1094428119842640,Participant Reflexivity in Organizational Research Design,"Cassell, Catherine; Radcliffe, Laura; Malik, Fatima",ORGANIZATIONAL RESEARCH METHODS,2020,391
10.1038/s41562-019-0814-0,Infants rationally decide when and how to deploy effort,"Lucca, Kelsey; Horton, Rachel; Sommerville, Jessica A.",NATURE HUMAN BEHAVIOUR,2020,392
10.1007/s11469-020-00413-x,Fear of COVID-19 Scale for Hospital Staff in Regional Hospitals in Mexico: a Brief Report,"Garcia-Reyna, Benjamin; Daniel Castillo-Garcia, Gilberto; Jose Barbosa-Camacho, Francisco; Cervantes-Cardona, Guillermo Alonso; Cervantes-Perez, Enrique; Miriam Torres-Mendoza, Blanca; Fuentes-Orozco, Clotilde; Josue Pintor-Belmontes, Kevin; Georgina Guzman-Ramirez, Bertha; Hernandez-Bernal, Aldo; Gonzalez-Ojeda, Alejandro; Cervantes-Guevara, Gabino",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2022,393
10.1016/j.copsyc.2019.07.013,Contest versus scramble competition: sex differences in the quest for status,"Benenson, Joyce F.; Abadzi, Helen",CURRENT OPINION IN PSYCHOLOGY,2020,394
10.1016/j.jaac.2020.07.759,"BIOLOGICAL ROOTS 2020: BIOLOGICAL ASPECTS OF AUTISM SPECTRUM DISORDER, THE PLACENTAL BARRIER, EARLY-LIFE ADVERSITY, AND INCEST AVOIDANCE","Kramer, Douglas A.; Copans, Stuart A.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,395
10.1016/j.chb.2019.106157,Decision-making process underlying bystanders' helping cyberbullying victims: A behavioral economic analysis of role of social discounting,"Hayashi, Yusuke; Tahmasbi, Nargess",COMPUTERS IN HUMAN BEHAVIOR,2020,396
10.1016/j.jcbs.2019.12.009,Investigating the psychometric properties of the Values Wheel with a clinical cohort: A preliminary validation study,"Barrett, K.; O'Connor, M.; McHugh, L.",JOURNAL OF CONTEXTUAL BEHAVIORAL SCIENCE,2020,397
10.1017/S003329171900179X,Interaction of maternal choline levels and prenatal Marijuana's effects on the offspring,"Hoffman, M. Camille; Hunter, Sharon K.; D'Alessandro, Angelo; Noonan, Kathleen; Wyrwa, Anna; Freedman, Robert",PSYCHOLOGICAL MEDICINE,2020,398
10.1007/s11469-020-00448-0,The Fear of COVID-19 Scale: Psychometric Properties of the Ethiopian Amharic Version,"Elemo, Aman Sado; Satici, Seydi Ahmet; Griffiths, Mark D.",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2023,399
10.1016/j.janxdis.2020.102277,Pretreatment levels of rumination predict cognitive-behavioral therapy outcomes in a transdiagnostic sample of adults with anxiety-related disorders,"Bredemeier, Keith; Lieblich, Shari; Foa, Edna B.",JOURNAL OF ANXIETY DISORDERS,2020,400
10.1080/26895269.2020.1838386,Sexual behavior and sexual health of transgender women and men before treatment: Similarities and differences,"Gil-Llario, Maria Dolores; Gil-Julia, Beatriz; Gimenez-Garcia, Cristina; Bergero-Miguel, Trinidad; Ballester-Arnal, Rafael",INTERNATIONAL JOURNAL OF TRANSGENDER HEALTH,2021,401
