journal_name,journal_website,journal_scope,journal_article_types,COPE (T = member; F = not a member),"eligible (T = publishes empirical, F = no empirical)",primary_coder,secondary_coder,...9,preserve_journal_scope,preserve_article_types,additional_notes,...13,ISSN,eISSN,Total Citations,2021 JIF,JIF Quartile,2021 JCI,Category,WOS_first_psych_category
REVISTA DE PSICODIDACTICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1136-1034,2254-4372,693,3.775,Q1,1.8,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
COGNITIVE NEUROPSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0264-3294,1464-0627,2369,3.75,Q2,0.72,"PSYCHOLOGY - SCIE; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
REVIEW JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2195-7177,2195-7185,938,3.747,Q2,0.48,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
PSYCHOLOGY OF VIOLENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152-0828,2152-081X,2745,3.746,Q2,1.57,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
COGNITIVE PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0010-0285,1095-5623,9676,3.746,Q2,1.11,"PSYCHOLOGY - SCIE; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0007-0998,2044-8279,5133,3.744,Q1,1.23,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
PHYSIOLOGY & BEHAVIOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0031-9384,1873-507X,27162,3.742,Q2,1.02,"PSYCHOLOGY, BIOLOGICAL - SSCI","PSYCHOLOGY, BIOLOGICAL"
JOURNAL OF PERSONALITY ASSESSMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-3891,1532-7752,12567,3.72,Q2,1.11,"PSYCHOLOGY, CLINICAL - SSCI; PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, CLINICAL"
REHABILITATION PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0090-5550,1939-1544,2932,3.713,Q2,1.12,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1089-2699,1930-7802,1452,3.71,Q2,0.68,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
CYBERPSYCHOLOGY-JOURNAL OF PSYCHOSOCIAL RESEARCH ON CYBERSPACE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1802-7962,1802-7962,856,3.708,Q2,1.14,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF MENTAL HEALTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0963-8237,1360-0567,4090,3.681,Q2,0.92,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF ADOLESCENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0140-1971,1095-9254,10366,3.675,Q2,0.97,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
PSYCHOLOGY OF RELIGION AND SPIRITUALITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941-1022,1943-1562,1887,3.673,Q2,4,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
EATING DISORDERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064-0266,1532-530X,1916,3.663,Q2,0.92,"PSYCHOLOGY - SCIE; PSYCHOLOGY, CLINICAL - SSCI",PSYCHOLOGY - SCIE
COGNITIVE RESEARCH-PRINCIPLES AND IMPLICATIONS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2365-7464,2365-7464,1025,3.657,Q2,0.9,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
JOURNAL OF TRAUMA & DISSOCIATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529-9732,1529-9740,1631,3.649,Q2,0.79,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF PEDIATRIC PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0146-8693,1465-735X,8676,3.624,Q2,0.92,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
INTELLIGENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0160-2896,1873-7935,5469,3.613,Q2,0.99,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
HUMAN FACTORS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0018-7208,1547-8181,8908,3.598,Q2,0.89,"PSYCHOLOGY - SCIE; PSYCHOLOGY, APPLIED - SSCI",PSYCHOLOGY - SCIE
CRISIS-THE JOURNAL OF CRISIS INTERVENTION AND SUICIDE PREVENTION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0227-5910,2151-2396,2756,3.591,Q2,0.81,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF RESEARCH ON ADOLESCENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050-8392,1532-7795,5157,3.563,Q2,1.27,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-1031,1096-0465,17335,3.532,Q2,1.12,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
ADVANCES IN CHILD DEVELOPMENT AND BEHAVIOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0065-2407,N/A,1300,3.531,Q2,0.95,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF CAREER ASSESSMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1069-0727,1552-4590,2890,3.5,Q2,1.02,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064-1297,1936-2293,3492,3.492,Q2,0.86,"PSYCHOLOGY, BIOLOGICAL - SSCI; PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, BIOLOGICAL"
FRONTIERS IN HUMAN NEUROSCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662-5161,1662-5161,28005,3.473,Q2,0.76,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
JOURNAL OF BEHAVIORAL MEDICINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0160-7715,1573-3521,7224,3.47,Q2,0.86,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
STRESS AND HEALTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1532-3005,1532-2998,3711,3.454,Q2,0.88,"PSYCHOLOGY - SCIE; PSYCHOLOGY, APPLIED - SSCI",PSYCHOLOGY - SCIE
ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0887-6177,1873-5843,7047,3.448,Q2,0.96,"PSYCHOLOGY - SCIE; PSYCHOLOGY, CLINICAL - SSCI",PSYCHOLOGY - SCIE
SOCIAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1864-9335,2151-2590,1769,3.444,Q2,0.9,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
NEUROPSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0894-4105,1931-1559,7043,3.424,Q2,0.88,"PSYCHOLOGY - SCIE; PSYCHOLOGY, CLINICAL - SSCI",PSYCHOLOGY - SCIE
JOURNAL OF COGNITIVE NEUROSCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0898-929X,1530-8898,18253,3.42,Q2,0.89,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
JOURNAL OF GAMBLING STUDIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050-5350,1573-3602,3988,3.396,Q2,0.96,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF APPLIED SPORT PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041-3200,1533-1571,3017,3.365,Q2,0.93,"PSYCHOLOGY - SCIE; PSYCHOLOGY, APPLIED - SSCI",PSYCHOLOGY - SCIE
PSYCHOLOGY & HEALTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0887-0446,1476-8321,7854,3.358,Q2,0.91,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
COGNITION AND INSTRUCTION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0737-0008,1532-690X,2454,3.356,Q2,0.92,"PSYCHOLOGY, EDUCATIONAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
JOURNAL OF STUDIES ON ALCOHOL AND DRUGS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937-1888,1938-4114,8168,3.346,Q2,0.87,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
SCHOOL MENTAL HEALTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866-2625,1866-2633,1505,3.325,Q2,0.82,"PSYCHOLOGY, DEVELOPMENTAL - SSCI; PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
PSYCHOLOGY PUBLIC POLICY AND LAW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076-8971,1939-1528,2061,3.317,Q2,1.89,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
PERSONALITY AND MENTAL HEALTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932-8621,1932-863X,825,3.304,Q3,0.74,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
JOURNAL OF FAMILY PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0893-3200,1939-1293,9626,3.302,Q2,1.07,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
RESEARCH IN AUTISM SPECTRUM DISORDERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750-9467,1878-0237,5961,3.293,Q2,1.08,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF PSYCHOACTIVE DRUGS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0279-1072,2159-9777,2880,3.289,Q2,0.8,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0193-3973,1873-7900,4651,3.28,Q2,0.92,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
COGNITIVE AND BEHAVIORAL PRACTICE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1077-7229,1878-187X,2444,3.274,Q2,0.88,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
TOPICS IN COGNITIVE SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756-8757,1756-8765,2372,3.265,Q2,1.06,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
MOTIVATION SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333-8113,2333-8121,636,3.243,Q2,1.04,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF CREATIVE BEHAVIOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0175,2162-6057,2213,3.233,Q2,1.18,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
JOURNAL OF PSYCHOSOMATIC OBSTETRICS & GYNECOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0167-482X,1743-8942,2162,3.228,Q2,0.88,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
PERSONNEL REVIEW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0048-3486,1758-6933,4518,3.228,Q2,0.99,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
PERSPECTIVES ON BEHAVIOR SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520-8969,2520-8977,380,3.226,Q3,0.82,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
PSYCHOTHERAPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0033-3204,1939-1536,4813,3.218,Q3,1.53,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF REPRODUCTIVE AND INFANT PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0264-6838,1469-672X,1962,3.207,Q2,0.72,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
CLINICAL PSYCHOLOGY & PSYCHOTHERAPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1063-3995,1099-0879,4930,3.198,Q3,0.8,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF ATTENTION DISORDERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087-0547,1557-1246,5428,3.196,Q2,1.06,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF INTELLIGENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,2079-3200,713,3.176,Q2,0.72,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
BEHAVIORAL DISORDERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0198-7429,2163-5307,1101,3.164,Q2,0.94,"PSYCHOLOGY, CLINICAL - SSCI; PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0278-7393,1939-1285,14979,3.14,Q2,1.04,"PSYCHOLOGY - SCIE; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
INTERNATIONAL JOURNAL OF TRANSGENDER HEALTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689-5269,2689-5277,247,3.138,Q3,0.85,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
EDUCATIONAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0144-3410,1469-5820,3685,3.117,Q2,1.82,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355-6177,1469-7661,9279,3.114,Q2,0.81,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
BIOLOGICAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0301-0511,1873-6246,12365,3.111,Q2,0.98,"PSYCHOLOGY - SCIE; PSYCHOLOGY, BIOLOGICAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
NEUROBIOLOGY OF LEARNING AND MEMORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1074-7427,1095-9564,8286,3.109,Q2,0.88,"PSYCHOLOGY - SCIE; PSYCHOLOGY, MULTIDISCIPLINARY - SSCI",PSYCHOLOGY - SCIE
PSYCHOSOMATICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0033-3182,1545-7206,5251,3.099,Q2,0.61,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
JOURNAL OF SEX & MARITAL THERAPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0092-623X,1521-0715,3572,3.099,Q3,1,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
COLLABRA-PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2474-7394,2474-7394,716,3.098,Q2,0.93,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
PSYCHOLOGICAL SERVICES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541-1559,1939-148X,2245,3.097,Q3,0.91,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
COGNITIVE THERAPY AND RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0147-5916,1573-2819,7314,3.091,Q3,0.77,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0013-1644,1552-3888,12579,3.088,Q1,0.94,"PSYCHOLOGY, EDUCATIONAL - SSCI; PSYCHOLOGY, MATHEMATICAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
MULTIVARIATE BEHAVIORAL RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0027-3171,1532-7906,10618,3.085,Q2,1.32,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0096-1523,1939-1277,13109,3.077,Q2,0.96,"PSYCHOLOGY - SCIE; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0196-206X,1536-7312,5389,3.061,Q2,0.84,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
NEUROPSYCHOLOGIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0028-3932,1873-3514,28867,3.054,Q2,0.95,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
AGGRESSIVE BEHAVIOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0096-140X,1098-2337,4749,3.047,Q2,0.91,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
ATTACHMENT & HUMAN DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1461-6734,1469-2988,3036,3.024,Q2,0.91,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0165-0254,1464-0651,5420,3.021,Q2,0.76,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090-0586,1573-3270,1828,3,Q3,0.68,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF ECONOMIC PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0167-4870,1872-7719,6666,3,Q2,0.92,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF ADOLESCENT RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0743-5584,1552-6895,2489,3,Q2,0.78,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF CLINICAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0021-9762,1097-4679,12888,2.995,Q3,0.78,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
HUMAN PERFORMANCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0895-9285,1532-7043,2283,2.972,Q3,0.73,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
CLINICA Y SALUD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130-5274,2174-0550,442,2.972,Q3,0.32,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1052-9284,1099-1298,2266,2.968,Q3,0.75,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
BEHAVIOR GENETICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0001-8244,1573-3297,3507,2.965,Q2,0.88,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF LATINX PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2578-8086,2578-8094,156,2.952,Q2,0.76,"PSYCHOLOGY, CLINICAL - SSCI; PSYCHOLOGY, DEVELOPMENTAL - SSCI; PSYCHOLOGY, MULTIDISCIPLINARY - SSCI; PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, CLINICAL"
SCHOOL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2578-4218,2578-4226,359,2.945,Q2,1.05,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
CHILD CARE HEALTH AND DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0305-1862,1365-2214,5549,2.943,Q3,0.81,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0147-1767,1873-7552,5266,2.938,Q3,1.27,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
EATING BEHAVIORS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1471-0153,1873-7358,4446,2.936,Q3,0.74,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
GERMAN JOURNAL OF HUMAN RESOURCE MANAGEMENT-ZEITSCHRIFT FUR PERSONALFORSCHUNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2397-0022,2397-0030,238,2.935,Q3,0.65,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
NEUROPSYCHOLOGICAL REHABILITATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0960-2011,1464-0694,3159,2.928,Q3,0.83,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
NEW IDEAS IN PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0732-118X,1873-3522,1294,2.927,Q2,0.91,"PSYCHOLOGY, EXPERIMENTAL - SSCI; PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, EXPERIMENTAL"
THINKING & REASONING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354-6783,1464-0708,1175,2.915,Q2,0.83,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0167-8760,1872-7697,10937,2.903,Q2,0.79,"PSYCHOLOGY - SCIE; PSYCHOLOGY, BIOLOGICAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
PSYCHOLOGY OF POPULAR MEDIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689-6567,2689-6575,215,2.9,Q2,1.39,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF FAMILY VIOLENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0885-7482,1573-2851,5057,2.897,Q3,1.04,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
PSYCHOLOGY OF MEN & MASCULINITIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524-9220,1939-151X,3009,2.893,Q3,0.95,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015-5759,2151-2426,3336,2.892,Q3,1.02,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
