article id,primary coder initials,secondary coder initials,doi,link,title,authors,journal,publication_year,1_exclusion,1_exclusionReason,1_Is article linked to PPC,1_Additional notes,2_exclusion,2_exclusionReason,2_Is article linked to PPC,2_Additional notes,sample_id,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30
38,AW,SS,10.1016/j.jenvp.2020.101488,#NAME?,Restoration of sustained attention following virtual nature exposure: Undeniable or unreliable?,"Hicks, Lydia J.; Smith, Alyssa C.; Ralph, Brandon C. W.; Smilek, Daniel",JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,YES,A letter to the editor was written critiquing this article (see here https://doi.org/10.1016/j.jenvp.2020.101495) and the authors responded to the critique in another letter to the editor (see here https://doi.org/10.1016/j.jenvp.2020.101515),prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,AW,SS,NA,#NAME?,Thank You to JCP Peer Reviewers,"Freeman, Marlene P.",JOURNAL OF CLINICAL PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,OTHER,NA,This is a thanks to journal reviewers,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,AW,SS,10.1111/jcpp.13178,#NAME?,Infant domestic adoption: outcomes at mid-life,"Sehmi, Rukmen; Rushton, Alan; Pickles, Andrew; Grant, Margaret; Maughan, Barbara",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,AW,SS,10.1016/j.jenvp.2020.101521,#NAME?,Straw wars: Pro-environmental spillover following a guilt appeal,"Truelove, Heather Barnes; Nugent, M. Ryan",JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,AW,SS,10.1177/0022146520966364,#NAME?,Early Social Origins of Biological Risks for Men and Women in Later Life,"Morton, Patricia M.; Ferraro, Kenneth F.",JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,AW,SS,10.1007/s00787-019-01360-2,#NAME?,Child and adolescent psychiatry training and services in the Middle East region: a current status assessment,"Clausen, Carolyn E.; Bazaid, Khalid; Azeem, Muhammad Waqar; Abdelrahim, Fathelaliem; Abd Elgawad, Ahmed A.; Alamiri, Bibi; AlAnsari, Ahmed Malalla; Alhamzawi, Ali; Al Mai, Ahmad Mohammed; Bakhiet, Aisha Motwakil; Bashtawi, Mahmoud; Cuhadaroglu, Fusun; Hedar, Mazen; Holdar, Mohammad; Jabr, Samah; Jafri, Ather Sajjad; Jumaian, Amjad; Moussa, Suaad; Osman, Abdelgadir Hussein; Razjouyan, Katayoon; Yanes, Eyad; Guerrero, Anthony; Skokauskas, Norbert",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,AW,SS,10.1016/j.bodyim.2020.08.012,#NAME?,Orthorexic eating in women who are physically active in sport: A test of an objectification theory model,"Osa, Maggie L.; Calogero, Rachel M.",BODY IMAGE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,AW,SS,10.1016/j.bodyim.2020.05.006,#NAME?,"The validity and reliability of the Farsi version of the Body, Eating, and Exercise Comparison Orientation Measure (F-BEECOM) among Iranian male and female students","Sahlan, Reza N.; Saunders, Jessica F.; Fitzsimmons-Craft, Ellen E.; Taravatrooy, Fatemeh",BODY IMAGE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,AW,SS,NA,#NAME?,Extraversion in the HEXACO-PI-R,"Watson, David; Clark, Lee Anna",EUROPEAN JOURNAL OF PERSONALITY,NA,EXCLUDE,NOT EMPIRICAL,NA,Determined NOT PPC as 1) target article is not empirical and 2) appears part of a special issue with several commentaries on the article indicating likely invited.,EXCLUDE,IS ITSELF PPC,NA,"This is part of an ""Open peer commentary"" that includes the authors' response. Can be found here https://doi.org/10.1002/per.2284 The original article is here https://doi.org/10.1002/per.2242",prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,AW,SS,10.1016/j.psychsport.2020.101716,#NAME?,High school student-athletes' perceptions and experiences of leadership as a life skill,"Pierce, Scott; Erickson, Karl; Sarkar, Mustafa",PSYCHOLOGY OF SPORT AND EXERCISE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,AW,SS,10.1016/j.jenvp.2020.101464,#NAME?,Using the COVID-19 economic crisis to frame climate change as a secondary issue reduces mitigation support,"Ecker, Ullrich K. H.; Butler, Lucy H.; Cook, John; Hurlstone, Mark J.; Kurz, Tim; Lewandowsky, Stephan",JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,AW,SS,10.1016/j.jadohealth.2020.07.012,#NAME?,Bridging the Needs of Adolescent Diabetes Care During COVID-19: A Nurse-Led Telehealth Initiative,"Lim, Soo Ting; Yap, Fabian; Chin, Xinyi",JOURNAL OF ADOLESCENT HEALTH,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,RETAIN,NA,NO,"This article is a ""Clinical observation"". It briefly reports results, so I've retained it for now, but it's on the edge.",prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,AW,SS,10.1038/s41562-020-0848-3,#NAME?,Shared striatal activity in decisions to satisfy curiosity and hunger at the risk of electric shocks,"Lau, Johnny King L.; Ozono, Hiroki; Kuratomi, Kei; Komiya, Asuka; Murayama, Kou",NATURE HUMAN BEHAVIOUR,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,AW,SS,10.1007/s11469-019-0054-6,#NAME?,Childhood Emotional Maltreatment and Problematic Social Media Use Among Adolescents: The Mediating Role of Body Image Dissatisfaction,"Kircaburun, Kagan; Griffiths, Mark D.; Billieux, Joel",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,AW,SS,10.1037/abn0000510,#NAME?,Multitrait-Multimethod Analyses of Change of Internalizing and Externalizing Problems in Adolescence: Predicting Internalizing and Externalizing DSM Disorders in Adulthood,"van der Ende, Jan; Verhulst, Frank C.; Tiemeier, Henning",JOURNAL OF ABNORMAL PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,AW,SS,10.1177/1948550619841629,#NAME?,Cognitive Biases and Religious Belief: A Path Model Replication in the Czech Republic and Slovakia With a Focus on Anthropomorphism,"Willard, Aiyana K.; Cingl, Lubomir; Norenzayan, Ara",SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,AW,SS,10.1159/000512536,#NAME?,"Coffee-Drinking and Personality as Factors in the Genesis of Cancer and Coronary Heart Disease (Retraction of Vol 23, Pg 153, 1990)","Grossarth-Maticek, R.; Entitled, H. J. Eysenck",NEUROPSYCHOBIOLOGY,NA,EXCLUDE,OTHER,NA,RETRACTED PAPER; due to an enquiry being conducted on the authors.,EXCLUDE,RETRACTED,NA,Retraction notice,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,AW,SS,10.1037/pspp0000262,#NAME?,Owner of a Lonely Heart: The Stability of Loneliness Across the Life Span,"Mund, Marcus; Luedtke, Oliver; Neyer, Franz J.",JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,AW,SS,https://doi.org/10.1016/j.jadohealth.2019.11.122,#NAME?,EATING DISORDER SYMPTOMATOLOGY DIFFERENCES ACROSS SEX AND ETHNICITY AMONG ADOLESCENT BARIATRIC SURGERY CANDIDATES,"Cheng, Tiffany; Akhiyat, Yasmine M.; Mehta, Nitisha; Ahlich, Erica M.; Verzijl, Christina; Chermak, Rebecca; Rancourt, Diana; Weiss, Amy L.",JOURNAL OF ADOLESCENT HEALTH,NA,EXCLUDE,OTHER,NA,"""Supplement"" article. Whilst containing empirical data only appears in short, abstract length form.",EXCLUDE,OTHER,NA,This is a conference presentation abstract,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,AW,SS,10.1016/j.jsp.2020.05.001,#NAME?,Comparison of accommodations and interventions for youth with ADHD: A randomized controlled trial,"Harrison, Judith R.; Evans, Steven W.; Baran, Alyssa; Khondker, Fairooz; Press, Kathryn; Noel, Daphney; Wasserman, Shira; Belmonte, Colleen; Mohlmann, Morgan",JOURNAL OF SCHOOL PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,AW,SS,10.1016/j.invent.2019.100302,#NAME?,Does concurrent medication usage affect patient response to internet-delivered cognitive behaviour therapy for depression and anxiety?,"Edmonds, Michael; McCall, Hugh; Dear, Blake F.; Titov, Nickolai; Hadjistavropoulos, Heather D.",INTERNET INTERVENTIONS-THE APPLICATION OF INFORMATION TECHNOLOGY IN MENTAL AND BEHAVIOURAL HEALTH,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,AW,SS,10.1177/1362361320961006,#NAME?,Explicit and implicit self-esteem in youth with autism spectrum disorders,"van der Cruijsen, Renske; Boyer, Bianca E.",AUTISM,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,AW,SS,10.1016/j.psychsport.2020.101721,#NAME?,The effect of a virtual reality environment on gaze behaviour and motor skill learning,"Harris, David J.; Buckingham, Gavin; Wilson, Mark R.; Brookes, Jack; Mushtaq, Faisal; Mon-Williams, Mark; Vine, Samuel J.",PSYCHOLOGY OF SPORT AND EXERCISE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,AW,SS,10.1111/jcpp.13298,#NAME?,Associations of perceived adverse lifetime experiences with brain structure in UK Biobank participants; Associations of perceived adverse lifetime experiences with brain structure in UK Biobank participants,"Gheorghe, Delia A.; Li, Chenlu; Gallacher, John; Bauermeister, Sarah",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY; JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,NA,RETAIN,NA,NO,"1 commentary linked both below title and in ""Related"" section. However, does not contain any criticism of target article, only supportive therefore does not meet our criteria for PPC.",RETAIN,NA,NO,"** this has a commentary linked to it, but it's complementary rather than a critique, so I don’t think it counts (see here https://doi.org/10.1111/jcpp.13346)",prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,AW,SS,10.1002/job.2472,#NAME?,Abusive according to whom? Manager and subordinate perceptions of abusive supervision and supervisors' performance,"Ambrose, Maureen L.; Ganegoda, Deshani B.",JOURNAL OF ORGANIZATIONAL BEHAVIOR,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,AW,SS,10.1037/met0000254,#NAME?,Comparing Gaussian Graphical Models With the Posterior Predictive Distribution and Bayesian Model Selection,"Williams, Donald R.; Rast, Philippe; Pericchi, Luis R.; Mulder, Joris",PSYCHOLOGICAL METHODS,NA,EXCLUDE,NOT EMPIRICAL,NA,"RESOLVED ##UNSURE: Simulation? Article argues for a particular analysis technique, runs on real data but not for the purpose of making novel inferences about said data - only for demonstravtive purposes.",EXCLUDE,OTHER,NA,"This is a quant paper comparing modeling approaches. It’s presents data, but as an example for the statistical argument, so I don’t think it’s the type of empirical paper we want",prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,AW,SS,10.1016/j.dcn.2019.100737,#NAME?,Variation in early life maternal care predicts later long range frontal cortex synapse development in mice,"Thomas, A. Wren; Delevich, Kristen; Chang, Irene; Wilbrecht, Linda",DEVELOPMENTAL COGNITIVE NEUROSCIENCE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,AW,SS,10.1002/mar.21438,#NAME?,Answering for yourself versus others: Direct versus indirect estimates of charitable donations,"Jang, Hyunkyu; Irwin, Julie R.",PSYCHOLOGY & MARKETING,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,AW,SS,10.4088/JCP.18m12170,#NAME?,Cyberbullying and Its Relationship to Current Symptoms and History of Early Life Trauma: A Study of Adolescents in an Acute Inpatient Psychiatric Unit,"Saltz, Samantha Block; Rozon, Maria; Pogge, David L.; Harvey, Philip D.",JOURNAL OF CLINICAL PSYCHIATRY,NA,RETAIN,NA,NO,RESOLVED ##UNSURE: do not have access to full article but no apparent PPC in available links,EXCLUDE,NO ACCESS,NA,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,AW,SS,10.1016/j.jcbs.2019.11.006,#NAME?,Willingness and Action Measure for Adolescents: Psychometric validation in Spanish adolescents,"Cobos-Sanchez, Lidia; Flujas-Contreras, Juan M.; Gomez, Inmaculada",JOURNAL OF CONTEXTUAL BEHAVIORAL SCIENCE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,AW,SS,10.1037/apl0000577,#NAME?,Women's Leadership Is Associated With Fewer Deaths During the COVID-19 Crisis: Quantitative and Qualitative Analyses of United States Governors,"Sergent, Kayla; Stajkovic, Alexander D.",JOURNAL OF APPLIED PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,AW,SS,10.1002/eat.23406,#NAME?,Mapping features of pathological exercise using hierarchical-dimensional modeling,"Dreier, Melissa J.; Coniglio, Kathryn; Selby, Edward A.",INTERNATIONAL JOURNAL OF EATING DISORDERS,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,AW,SS,10.1177/2167702620916454,#NAME?,Contact With an Ex-Partner Is Associated With Psychological Distress After Marital Separation,"O'Hara, Karey L.; Grinberg, Austin M.; Tackman, Allison M.; Mehl, Matthias R.; Sbarra, David A.",CLINICAL PSYCHOLOGICAL SCIENCE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,AW,SS,10.1177/0956797620916521,#NAME?,Transaction Frame Determines Preferences: Valuation of Labor by Employee and Contractor,"Ritov, Ilana; Schurr, Amos",PSYCHOLOGICAL SCIENCE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,AW,SS,10.1016/j.copsyc.2019.06.033,#NAME?,How do socio-ecological factors shape culture? Understanding the process of micro-macro interactions,"Uchida, Yukiko; Takemura, Kosuke; Fukushima, Shintaro",CURRENT OPINION IN PSYCHOLOGY,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,AW,SS,10.1016/j.jaac.2020.07.489,#NAME?,CARING FOR THE CARETAKERS: THE IMPACT OF LOSING A PATIENT TO SUICIDE,"Feuer, Vera",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,"Published under section ""Institutes: Institutes focus on “how to do it” with respect to clinical problems, academic areas, or a blending
of the two. Institutes are designed for attendees who wish to be taught a comprehensive and
authoritative overview of a topic area. Institutes have six to seven hours of content and require a
ticket. Notebooks with all program materials are included.""",EXCLUDE,OTHER,NA,This is a conference presentation abstract,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,AW,SS,10.1177/1948550620976206,#NAME?,Socioeconomic Status and Dehumanization in India: Elaboration of the Stereotype Content Model in a Non-WEIRD Sample,"Khatry, Priyanka; Manokara, Kunalan; Harris, Lasana T.",SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,AW,SS,10.1016/j.chb.2018.12.004,#NAME?,LADA: A learning analytics dashboard for academic advising,"Gutierrez, Francisco; Seipp, Karsten; Ochoa, Xavier; Chiluiza, Katherine; De Laet, Tinne; Verbert, Katrien",COMPUTERS IN HUMAN BEHAVIOR,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,AW,SS,10.1007/s10964-020-01292-0,#NAME?,The Mediating and Moderating Effects of Social Support and School Climate on the Association between Cyber Victimization and Internalizing Symptoms,"Holfeld, Brett; Baitz, Rachel",JOURNAL OF YOUTH AND ADOLESCENCE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,AW,BC,10.1002/eat.23437,#NAME?,The introduction of treatment and the cultural adaptability of western psychotherapies for eating disorders in China,"Chen, Jue; Guo, Lei; Gu, Lian; Han, Hui",INTERNATIONAL JOURNAL OF EATING DISORDERS,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,NOT EMPIRICAL,NA,commentary,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,AW,BC,10.1002/da.23096,#NAME?,Differences in cortical thinning across development among individuals with and without anxiety disorders,"Feurer, Cope; Suor, Jennifer H.; Jimmy, Jagan; Klumpp, Heide; Monk, Christopher S.; Phan, K. Luan; Burkhouse, Katie L.",DEPRESSION AND ANXIETY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,AW,BC,10.1016/j.jaac.2020.07.265,#NAME?,EARLY CHILDHOOD MENTAL HEALTH CONSULTATION IN PEDIATRICS,"Gleason, Mary-Margaret",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,OTHER,NA,"could only access the full version on science direct. I think this is a perspective piece anyway, or just an abstract?",prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,AW,BC,10.1177/1362361320981319,#NAME?,Ameliorating the disadvantage for autistic job seekers: An initial evaluation of adapted employment interview questions,"Maras, Katie; Norris, Jade Eloise; Nicholson, Jemma; Heasman, Brett; Remington, Anna; Crane, Laura",AUTISM,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,AW,BC,10.1080/2159676X.2020.1771409,#NAME?,Can you move your fat ass off the baseline?' Exploring the sport experiences of adolescent girls with body image concerns,"Vani, Madison F.; Pila, Eva; deJonge, Melissa; Solomon-Krakus, Shauna; Sabiston, Catherine M.",QUALITATIVE RESEARCH IN SPORT EXERCISE AND HEALTH,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,AW,BC,10.1016/j.jaac.2020.01.025,#NAME?,"Promoting Treatment Access Following Pediatric Primary Care Depression Screening: Randomized Trial of Web-Based, Single-Session Interventions for Parents and Youths","Schleider, Jessica L.; Dobias, Mallory; Fassler, Julia; Shroff, Akash; Pati, Susmita",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,Study preregistration,EXCLUDE,OTHER,NA,Looks like a prereg/ stage 1 registered report? could only access the full version on science direct. Article has a correction,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,AW,BC,10.1016/j.jaac.2019.06.019,#NAME?,Trajectories of Growth Associated With Long-Term Stimulant Medication in the Multimodal Treatment Study of Attention-Deficit/Hyperactivity Disorder,"Greenhill, Laurence L.; Swanson, James M.; Hechtman, Lily; Waxmonsky, James; Arnold, L. Eugene; Molina, Brooke S. G.; Hinshaw, Stephen P.; Jensen, Peter S.; Abikoff, Howard B.; Wigal, Timothy; Stehli, Annamarie; Howard, Andrea; Hermanussen, Michael; Hanc, Tomasz",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,RETAIN,NA,NO,"1 linked article (editorial, not PPC)",RETAIN,NA,NO,could only access full version on science direct,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,AW,BC,10.1002/eat.23273,#NAME?,Justice sensitivity and rejection sensitivity as predictors and outcomes of eating disorder pathology: A 5-year longitudinal study,"Bondue, Rebecca; Bilgin, Ayten; Warschburger, Petra",INTERNATIONAL JOURNAL OF EATING DISORDERS,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,AW,BC,https://doi.org/10.1016/j.jadohealth.2019.11.186,#NAME?,LIFE-THREATENING HEALTH CONDITIONS AND RISK FOR DEPRESSIVE SYMPTOMS IN ADOLESCENTS,"Hedrick, Nicole DeSario",JOURNAL OF ADOLESCENT HEALTH,NA,EXCLUDE,OTHER,NA,"""Supplement"" article. Whilst containing empirical data only appears in short, abstract length form.",EXCLUDE,OTHER,NA,I think this is just an abstract? could only access full version on science direct,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,AW,BC,10.1111/bjhp.12462,#NAME?,Trying to bring attention to your body when you're not sure where it is': An interpretative phenomenological analysis of drivers and barriers to mindfulness for people with spinal cord injury,"Hearn, Jasmine Heath; Finlay, Katherine Anne; Sheffield, David",BRITISH JOURNAL OF HEALTH PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,AW,BC,10.1177/1948550620933411,#NAME?,Self-Efficacy and Declines Over Time in Attachment Anxiety During the Transition to Parenthood,"Arriaga, Ximena B.; Eller, Jami; Kumashiro, Madoka; Rholes, W. Steven; Simpson, Jeffry A.",SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,AW,BC,10.1111/jcpp.13216,#NAME?,Commentary: Ecology momentary assessment as a tool for understanding dynamic patterns in child and adolescent health and development - reflections on Russell and Gajos (2020),"Chiang, Jessica J.; Lam, Phoebe H.",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,"Commentary but NOT PPC; 1) target article is not empirical, 2) no criticism of target article apparent",EXCLUDE,NOT EMPIRICAL,NA,commentary,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,AW,BC,10.1111/jcpp.13208,#NAME?,Intergenerational transmission of anxiety: linking parental anxiety to infant autonomic hyperarousal and fearful temperament,"de Vente, Wieke; Majdandzic, Mirjana; Bogels, Susan M.",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,AW,BC,10.1177/0022146520902740,#NAME?,Medical Authority under Siege: How Clinicians Transform Patient Resistance into Acceptance,"Stivers, Tanya; Timmermans, Stefan",JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,AW,BC,10.1002/hrm.22020,#NAME?,Making the right friends: A social network perspective on newcomer socialization in teams,"Yuan, Zhenyu; Li, Ning; Mai, Yiyuan; Ye, Zhuxin; Yu, Jia (Joya)",HUMAN RESOURCE MANAGEMENT,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,AW,BC,10.1016/j.jaac.2019.05.031,#NAME?,Mechanisms of Change in the Prevention of Depression: An Indicated School-Based Prevention Trial at the Transition to High School,"Blossom, Jennifer B.; Adrian, Molly C.; Vander Stoep, Ann; McCauley, Elizabeth",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,could only access full version on science direct,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,AW,BC,10.1038/s41562-020-0899-5,#NAME?,Exposure to peers' pro-diversity attitudes increases inclusion and reduces the achievement gap,"Murrar, Sohad; Campbell, Mitchell R.; Brauer, Markus",NATURE HUMAN BEHAVIOUR,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,AW,BC,10.1037/xge0000720,#NAME?,Belief Digitization: Do We Treat Uncertainty as Probabilities or as Bits?,"Johnson, Samuel G. B.; Merchant, Thomas; Keil, Frank C.",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,apa journal - could only access via Ovid,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
