link,title,authors,journal,publication_year,id
10.5114/CIPP.2020.93624,"Gratitude is female. Biological sex, socio-cultural gender versus gratitude and positive orientation","Skalski, Sebastian; Pochwatko, Grzegorz",CURRENT ISSUES IN PERSONALITY PSYCHOLOGY,2020,335
10.3389/fpsyg.2020.00027,Editorial: The Psychology and Education of Entrepreneurial Development,"Yueh, Hsiu-Ping; Wu, Yenchun Jim; Chen, Wei-Fan",FRONTIERS IN PSYCHOLOGY,2020,336
10.3389/fpsyg.2020.545581,"Reciprocal Associations Between Sleep, Mental Strain, and Training Load in Junior Endurance Athletes and the Role of Poor Subjective Sleep Quality","Hrozanova, Maria; Klockner, Christian A.; Sandbakk, Oyvind; Pallesen, Stale; Moen, Frode",FRONTIERS IN PSYCHOLOGY,2020,337
NA,PREVALENCE OF MAJOR STRESSFUL LIFE EVENTS AND MENTAL HEALTH SYMPTOMS OF AMERICAN INDIAN AND ALASKA NATIVE ADOLESCENTS IN HAWAI'I,"Munnelly, Sean W.; Hishinuma, Earl S.",AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,2020,338
10.1016/j.amp.2010.04.012,Cosleeping among child and adolescent in psychiatric consultation,"Taleb, Sana; Bourgou, Soumaya; Ben Mustapha, Hajer; Hamza, Meriem; Charfi, Fatma; Belhadj, Ahlem",ANNALES MEDICO-PSYCHOLOGIQUES,2020,339
10.1037/xap0000233,To Explain or Not: How Process Explanations Impact Assessments of Predictors,"Villanova, Daniel; Ince, Elise Chandon; Bagchi, Rajesh",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-APPLIED,2020,340
10.3389/fpsyg.2019.02869,Strength of Ventral Tegmental Area Connections With Left Caudate Nucleus Is Related to Conflict Monitoring,"Mamiya, Ping C.; Richards, Todd; Corrigan, Neva M.; Kuhl, Patricia K.",FRONTIERS IN PSYCHOLOGY,2020,341
10.1007/s10519-019-09981-8,"Celebrating the 50th Anniversary of the Journal, Behavior Genetics","Hewitt, John K.",BEHAVIOR GENETICS,2020,342
10.1111/jar.12724,Is fatness or fitness key for survival in older adults with intellectual disabilities?,"Oppewal, Alyt; Hilgenkamp, Thessa I. M.",JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,2020,343
10.3389/fpsyg.2019.03016,School Incivility and Academic Burnout: The Mediating Role of Perceived Peer Support and the Moderating Role of Future Academic Self-Salience,"Bai, Qiyu; Liu, Shuang; Kishimoto, Tomoko",FRONTIERS IN PSYCHOLOGY,2020,344
10.1007/s10899-020-09975-w,"Feasibility, Acceptance, and Safety of Metacognitive Training for Problem and Pathological Gamblers (Gambling-MCT): A Pilot Study","Gehlenborg, Josefine; Buecker, Lara; Berthold, Mira; Miegel, Franziska; Moritz, Steffen",JOURNAL OF GAMBLING STUDIES,2021,345
10.3389/fpsyg.2020.01114,The Mediating Role of Catastrophizing in the Relationship Between Emotional Clarity and Posttraumatic Stress Symptoms Among Earthquake Survivors in Korea: A Cross-Sectional Study,"Kwon, Ha Rin; Eoh, Yookyung; Park, Soo Hyun",FRONTIERS IN PSYCHOLOGY,2020,346
10.1037/mgr0000100,"Confidence and Gender: Few Differences, but Gender Stereotypes Impact Perceptions of Confidence","Seitchik, Michael",PSYCHOLOGIST-MANAGER JOURNAL,2020,347
10.1016/j.chiabu.2020.104660,Investigating the Relationship between Trauma Symptoms and Placement Instability,"Clark, Shelby L.; Palmer, Ashley N.; Akin, Becci A.; Dunkerley, Stacy; Brook, Jody",CHILD ABUSE & NEGLECT,2020,348
10.1037/ser0000392,Psychology at the Table: Voices of Elected Officials and Advocates,"Celeste, Bobbie L.; Lowenthal, Alan S.; Evans, John L.; Wong, Jorge; Stine, Laurel",PSYCHOLOGICAL SERVICES,2020,349
10.1080/02668734.2020.1803390,Psychodynamic Therapy in Canada in the Era of Evidence-based Practice,"Abbass, Allan A.; Tasca, Giorgio A.; Vasiliadis, Helen-Maria; Spagnolo, Jessica; Kealy, David; Hewitt, Paul L.; Hebert, Catherine; Drapeau, Martin; Doidge, Norman",PSYCHOANALYTIC PSYCHOTHERAPY,2020,350
10.1177/0734282920930539,Social Communication Symptoms in Children With Autism Spectrum Disorder: Predicting Comorbid Anxiety Disorder,"Cleinmark, Patricia D.; Freeman, Ashley N. M.; McKenney, Elizabeth L. W.; Kehl, LeAnna; Hupp, Stephen D. A.; Jewell, Jeremy D.",JOURNAL OF PSYCHOEDUCATIONAL ASSESSMENT,2020,351
10.1037/xge0000732,Temporal Dynamics of Free Recall: The Role of Rehearsal Efficiency in Word Frequency and Bilingual Language Proficiency Effects,"Francis, Wendy S.; Arteaga, Marcela M.; Liano, Mary K.; Taylor, Randolph S.",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,2020,352
10.15446/djf.n20.90194,The Legitimation of Violence: Latent Ideologies Within the Colombian Conflict From a Discursive Perspective,"Garcia Marrugo, Alexandra Isabel",DESDE EL JARDIN DE FREUD-REVISTA DE PSICOANALISIS,2020,353
10.3389/fpsyg.2020.560874,Cross-Linguistic Influence on L2 Before and After Extreme Reduction in Input: The Case of Japanese Returnee Children,"Kubota, Maki; Heycock, Caroline; Sorace, Antonella; Rothman, Jason",FRONTIERS IN PSYCHOLOGY,2020,354
10.1016/j.jecp.2020.104933,Sensitivity to race in language comprehension in monolingual and bilingual infants,"Singh, Leher; Tan, Annabel R. Y.; Lee, Kang; Quinn, Paul C.",JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,2020,355
10.16888/interd.2020.37.1.1,Facial muscle reactions to pictures with different social content. A physiological index of affective empathy,"Gantiva, Carlos; Cendales, Rocio; Diaz, Maite; Gonzalez, Yesenia",INTERDISCIPLINARIA,2020,356
10.1093/scan/nsaa105,Getting better without memory,"Halilova, Julia G.; Addis, Donna Rose; Rosenbaum, R. Shayna",SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,2020,357
10.1080/17439760.2020.1832247,Hope and well-being in vulnerable contexts during the COVID-19 pandemic: does religious coping matter?,"Counted, Victor; Pargament, Kenneth, I; Bechara, Andrea Ortega; Joynt, Shaun; Cowden, Richard G.",JOURNAL OF POSITIVE PSYCHOLOGY,2022,358
10.1007/s10803-020-04671-5,Can I Learn to Play? Randomized Control Trial to Assess Effectiveness of a Peer-Mediated Intervention to Improve Play in Children with Autism Spectrum Disorder,"Kent, Cally; Cordier, Reinie; Joosten, Annette; Wilkes-Gillan, Sarah; Bundy, Anita",JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,2021,359
10.1037/xlm0000767,"Speech-in-Speech Perception, Nonverbal Selective Attention, and Musical Training","Tierney, Adam; Rosen, Stuart; Dick, Fred",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2020,360
10.1016/j.obhdp.2020.10.003,"Target, distance, and valence: Unpacking the effects of normative feedback","Bogard, Jonathan E.; Delmas, Magali A.; Goldstein, Noah J.; Vezich, I. Stephanie",ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,2020,361
10.1037/vio0000249,The Gun Behaviors and Beliefs Scale: Development of a New Measure of Gun Behaviors and Beliefs,"Wamser-Nanney, Rachel; Nanney, John T.; Constans, Joseph, I",PSYCHOLOGY OF VIOLENCE,2020,362
10.3389/fpsyg.2020.00913,How I See and Feel About Myself: Domain-Specific Self-Concept and Self-Esteem in Autistic Adults,"Nguyen, William; Ownsworth, Tamara; Nicol, Chelsea; Zimmerman, David",FRONTIERS IN PSYCHOLOGY,2020,363
10.1016/j.ijpsycho.2019.12.005,The effect of dyspnea on recognition memory,"Sucec, Josef; Herzog, Michaela; Van den Bergh, Omer; Van Diest, Ilse; von Leupoldt, Andreas",INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,2020,364
10.13110/merrpalmquar1982.66.2.0174,Shyness and Socioemotional Functioning in Young Chinese Children: The Moderating Role of Insecure Attachment,"Zhu, Jingjing; Xiao, Bowen; Li, Yan; Hipson, Will E.; Coplan, Robert J.",MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,2020,365
10.3389/fpsyg.2020.02259,"Effect of an 8-Week Yoga-Based Lifestyle Intervention on Psycho-Neuro-Immune Axis, Disease Activity, and Perceived Quality of Life in Rheumatoid Arthritis Patients: A Randomized Controlled Trial","Gautam, Surabhi; Kumar, Manoj; Kumar, Uma; Dada, Rima",FRONTIERS IN PSYCHOLOGY,2020,366
10.1177/0305735618785020,Cognitive differences between older adult instrumental musicians: Benefits of continuing to play,"Strong, Jessica V.; Midden, Allison",PSYCHOLOGY OF MUSIC,2020,367
10.1017/S0033291719002782,Loneliness and depression dissociated on parietal-centered networks in cognitive and resting states,"Shao, Robin; Liu, Ho-Ling; Huang, Chih-Mao; Chen, Yao-Liang; Gao, Mengxia; Lee, Shwu-Hua; Lin, Chemin; Lee, Tatia M. C.",PSYCHOLOGICAL MEDICINE,2020,368
10.1177/1747021820913016,It's not always about me: The effects of prior beliefs and stimulus prevalence on self-other prioritisation,"Falben, Johanna K.; Golubickis, Marius; Wischerath, Darja; Tsamadi, Dimitra; Persson, Linn M.; Caughey, Siobhan; Svensson, Saga L.; Macrae, C. Neil",QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,2020,369
10.3758/s13421-019-00988-4,Dissociations between rule-based and information-integration categorization are not caused by differences in task difficulty,"Ashby, F. Gregory; Smith, J. David; Rosedahl, Luke A.",MEMORY & COGNITION,2020,370
10.1016/j.ecresq.2020.05.015,Teacher qualifications and development outcomes of preschool children in rural China,"Wang, Lei; Dang, Ruirui; Bai, Yu; Zhang, Siqi; Liu, Buyao; Zheng, Lijuan; Yang, Ning; Song, Chuyu",EARLY CHILDHOOD RESEARCH QUARTERLY,2020,371
10.1007/s10803-019-04360-y,Individuals with Autism Spectrum Disorders and Developmental Disorders in Oman: An Overview of Current Status,"Alakhzami, Maryam; Huang, Ann",JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,2023,372
10.1016/j.psychsport.2019.04.018,Daily relations between social perceptions and physical activity among college women,"Arigo, Danielle; Pasko, Kristen; Mogle, Jacqueline A.",PSYCHOLOGY OF SPORT AND EXERCISE,2020,373
10.1017/S0140525X19002772,Explaining or redefining mindreading?,"Dolega, Krzysztof; Schlicht, Tobias; Dennett, Daniel C.",BEHAVIORAL AND BRAIN SCIENCES,2020,374
10.1177/0030222820971880,Emotional Responses of Neonatal Intensive Care Nurses to Neonatal Death,"Kokturk Dalcali, Berna; Can, Seyda; Durgun, Hanife",OMEGA-JOURNAL OF DEATH AND DYING,2022,375
10.1891/1933-3196.14.1.E13,A dialectical perspective on the AIP model and EMDR therapy,"Laub, Brurit; Weiner, Nomi; Bender, Sheila S.",JOURNAL OF EMDR PRACTICE AND RESEARCH,2020,376
10.1007/s00787-019-01387-5,Does the Incredible Years Teacher Classroom Management programme improve child-teacher relationships in childcare centres? A 1-year universal intervention in a Norwegian community sample,"Tveit, Havard Horndalen; Drugli, May Britt; Fossum, Sturla; Handegard, Bjorn Helge; Stenseng, Frode",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2020,377
NA,Rethinking Low-Risk Drinking Guidelines Through a Psychosocial Availability Lens: A Reply to Nason (2020) and Braillon (2020),"Sherk, Adam; Thomas, Gerald; Churchill, Samuel; Stockwell, Tim",JOURNAL OF STUDIES ON ALCOHOL AND DRUGS,2020,378
10.1037/amp0000787,Award for Distinguished Professional Contributions to Applied Research: Nancy E. Betz,[Anonymous],AMERICAN PSYCHOLOGIST,2020,379
10.3389/fpsyg.2020.617898,Editorial: Enaction and Ecological Psychology: Convergences and Complementarities,"McGann, Marek; Di Paolo, Ezequiel A.; Heras-Escribano, Manuel; Chemero, Anthony",FRONTIERS IN PSYCHOLOGY,2020,380
10.1017/S0954579420001467,Characterizing competence among a high-risk sample of emerging adults: Prospective predictions and biological considerations,"Russotti, Justin; Warmingham, Jennifer M.; Handley, Elizabeth D.; Rogosch, Fred A.; Cicchetti, Dante",DEVELOPMENT AND PSYCHOPATHOLOGY,2020,381
10.3389/fpsyg.2020.563558,Self-Identity and Career Success of Nurses in Infectious Disease Department: The Chain-Mediating Effects of Cognitive Emotion Regulation and Social Support,"Wu, Chao; Li, Shuang; Cheng, Feixia; Zhang, Linyuan; Du, Yanling; He, Shizhe; Lang, Hongjuan",FRONTIERS IN PSYCHOLOGY,2020,382
10.3389/fpsyg.2020.01344,Testing the Analytical Rumination Hypothesis: Exploring the Longitudinal Effects of Problem Solving Analysis on Depression,"Sevcikova, Marcela; Maslej, Marta M.; Stipl, Jiri; Andrews, Paul W.; Pastrnak, Martin; Vechetova, Gabriela; Bartoskova, Magda; Preiss, Marek",FRONTIERS IN PSYCHOLOGY,2020,383
10.1016/j.chb.2020.106246,Exploring the design of avatars for users from Arabian culture through a hybrid approach of deductive and inductive reasoning,"Aljaroodi, Hussain M.; Chiong, Raymond; Adam, Marc T. P.",COMPUTERS IN HUMAN BEHAVIOR,2020,384
10.1080/13825585.2020.1840505,"Weak associations between depressive symptom severity, depressive symptom clusters, and cognitive performance in young to middle-aged men without clinical depression","Szymkowicz, Sarah M.; Dotson, Vonetta M.; Vanderploeg, Rodney D.",AGING NEUROPSYCHOLOGY AND COGNITION,2021,385
10.1080/00223891.2020.1732994,Correlation Database of 60 Cross-Disciplinary Surveys and Cognitive Tasks Assessing Self-Regulation,"Mazza, Gina L.; Smyth, Heather L.; Bissett, Patrick G.; Canning, Jessica R.; Eisenberg, Ian W.; Enkavi, A. Zeynep; Gonzalez, Oscar; Kim, Sunny Jung; Metcalf, Stephen A.; Muniz, Felix; Pelham, William E., III; Scherer, Emily A.; Valente, Matthew J.; Xie, Haiyi; Poldrack, Russell A.; Marsch, Lisa A.; MacKinnon, David P.",JOURNAL OF PERSONALITY ASSESSMENT,2021,386
10.13109/prkk.2020.69.5.399,Care for Children of mentally ill Parents - Challenges and new Developments,"Lenz, Albert",PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE,2020,387
10.1016/j.brat.2019.103544,Test of an Anxiety Sensitivity Amelioration Program for at-risk youth (ASAP-Y),"Knapp, Ashley A.; Feldner, Matthew; Allan, Nicholas P.; Schmidt, Norman B.; Keough, Meghan E.; Leen-Feldner, Ellen W.",BEHAVIOUR RESEARCH AND THERAPY,2020,388
10.1080/08893675.2020.1730593,Poetic elegies: coping with death,"Lee, Karen, V; Toren, Steve",JOURNAL OF POETRY THERAPY,2020,389
10.1002/ijop.12650,Associations of trait positive emotion regulation with everyday emotions: An experience sampling approach,"Ma, Tsz Wah; Bryant, Fred B.; Hou, Wai Kai",INTERNATIONAL JOURNAL OF PSYCHOLOGY,2020,390
10.1177/1747021820951130,(Re-)organisation of spatial configurations in visual working memory: The fate of objects rendered relevant or irrelevant by selective attention,"Timm, J. David; Papenmeier, Frank",QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,2020,391
10.1080/10508422.2019.1683739,Application of the APA ethics code for psychologists working in integrated care settings: Potential conflicts and resolutions,"Chenneville, Tiffany; Gabbidon, Kemesha",ETHICS & BEHAVIOR,2020,392
10.1111/emip.12358,Never Let a Crisis Go to Waste: Large-Scale Assessment and the Response to COVID-19,"Camara, Wayne",EDUCATIONAL MEASUREMENT-ISSUES AND PRACTICE,2020,393
10.1007/s10964-020-01204-2,"Bidirectional Relations between Witnessing Violence, Victimization, Life Events, and Physical Aggression among Adolescents in Urban Schools","Farrell, Albert D.; Thompson, Erin L.; Curran, Patrick J.; Sullivan, Terri N.",JOURNAL OF YOUTH AND ADOLESCENCE,2020,394
10.1007/s10608-020-10103-6,Cognitive Vulnerability in the Context of Panic: Assessment of Panic-Related Associations and Interpretations in Individuals with Varying Levels of Anxiety Sensitivity,"Zahler, Lisa; Sommer, Katharina; Reinecke, Andrea; Wilhelm, Frank H.; Margraf, Juergen; Woud, Marcella L.",COGNITIVE THERAPY AND RESEARCH,2020,395
10.1080/00918369.2020.1815429,Bipositivity: Bisexual Persons' Narratives of Acceptance and Support from Significant Others,"Fuller, Kimberly A.; Hovland, Cynthia A.",JOURNAL OF HOMOSEXUALITY,2022,396
10.1080/09515089.2020.1854709,The destructive nature of severe and ongoing trauma: Impairments in the minimal-self,"Ataria, Yochai; Horovitz, Omer",PHILOSOPHICAL PSYCHOLOGY,2021,397
10.1111/cch.12742,"Letter to the editor on ""Relationship between changes in motor capacity and objectively measured motor performance in ambulatory children with spastic cerebral palsy""","Rast, Fabian M.; Labruyere, Rob",CHILD CARE HEALTH AND DEVELOPMENT,2020,398
10.1038/s41562-020-0909-7,COVID-19 Government Response Event Dataset (CoronaNet v.1.0),"Cheng, Cindy; Barcelo, Joan; Hartnett, Allison Spencer; Kubinec, Robert; Messerschmidt, Luca",NATURE HUMAN BEHAVIOUR,2020,399
10.1080/17470919.2020.1727949,Beyond physical entrainment: competitive and cooperative mental stances during identical joint-action tasks differently affect inter-subjective neural synchrony and judgments of agency,"Cho, Philip S.; Escoffier, Nicolas; Mao, Yinan; Green, Christopher; Davis, Richard C.",SOCIAL NEUROSCIENCE,2020,400
10.11144/Javeriana.upsy19.pchi,Publications on COVID-19 in High Impact Factor Journals: A Bibliometric Analysis,"Lopez-Lopez, Wilson; Salas, Gonzalo; Vega-Arce, Maribel; Cornejo-Araya, Claudia A.; Barboza-Palomino, Miguel; Ho, Yu-Shan",UNIVERSITAS PSYCHOLOGICA,2020,401
10.1080/00918369.2020.1733352,"Coming Out of the Closet, Also on the News? A Longitudinal Content Analysis of Patterns in Visibility, Tone and Framing of LGBTs on Television News (1986-2017)","Jacobs, Laura; Meeusen, Cecil",JOURNAL OF HOMOSEXUALITY,2021,402
10.1080/10926771.2020.1832171,Cumulative Childhood Maltreatment and Executive Functioning in Adulthood,"Letkiewicz, Allison M.; Weldon, Anne L.; Tengshe, Chinmayi; Niznikiewicz, Michael A.; Heller, Wendy",JOURNAL OF AGGRESSION MALTREATMENT & TRAUMA,2021,403
10.1080/00918369.2019.1585729,Ambivalent Homoprejudice towards Gay Men: Theory Development and Validation,"Brooks, Ashley S.; Luyt, Russell; Zawisza, Magdalena; McDermott, Daragh T.",JOURNAL OF HOMOSEXUALITY,2020,404
10.1027/2512-8442/a000054,"Autonomy Support, Life Satisfaction, and Quality of Life of Cancer Patients Psychometric Properties of the Turkish Version of the Health Care Climate Questionnaire","Kaya, Cahit; Bezyak, Jill; Chan, Fong; Bengtson, Kevin; Hsu, Sharon",EUROPEAN JOURNAL OF HEALTH PSYCHOLOGY,2020,405
10.1080/09540121.2020.1801980,"No good man will ever want me. How structural social inequality increases women's vulnerability to HIV transmission: a qualitative study from Bandung, Indonesia","Rahmalia, Annisa; Pohan, Mawar Nita; Wisaksana, Rudi; Laga, Marie; Peeters Grietens, Koen",AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,2021,406
10.1016/j.cortex.2019.11.017,Hallucinatory palinopsia and paroxysmal oscillopsia as initial manifestations of sporadic Creutzfeldt-Jakob disease: A case study,"Lahiri, Durjoy; Dubey, Souvik; Ray, Biman K.; Ardila, Alfredo",CORTEX,2020,407
10.1111/sjop.12538,High school students' suggestions for supporting younger pupils counteract cyberbullying,"Berne, Sofia; Frisen, Ann; Oskarsson, Josephine",SCANDINAVIAN JOURNAL OF PSYCHOLOGY,2020,408
10.1007/s10578-020-01051-z,Measuring What Matters to Individuals with Angelman Syndrome and Their Families: Development of a Patient-Centered Disease Concept Model,"Willgoss, Tom; Cassater, Daiana; Connor, Siobhan; Krishnan, Michelle L.; Miller, Meghan T.; Dias-Barbosa, Carla; Phillips, Dawn; McCormack, Julie; Bird, Lynne M.; Burdine, Rebecca D.; Claridge, Sharon; Bichell, Terry Jo",CHILD PSYCHIATRY & HUMAN DEVELOPMENT,2021,409
10.3389/fpsyg.2020.00990,Natural Categorization: Electrophysiological Responses to Viewing Natural Versus Built Environments,"Mahamane, Salif; Wan, Nick; Porter, Alexis; Hancock, Allison S.; Campbell, Justin; Lyon, Thomas E.; Jordan, Kerry E.",FRONTIERS IN PSYCHOLOGY,2020,410
10.1080/0092623X.2019.1711273,Factors Associated with Subjective Orgasm Experience in Heterosexual Relationships,"Isabel Arcos-Romero, Ana; Carlos Sierra, Juan",JOURNAL OF SEX & MARITAL THERAPY,2020,411
10.1177/0306624X20944686,Police Discretion and Restorative Justice in China: Stories from the Street-level Police,"Zhang, Yan",INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,2021,412
10.1080/00918369.2020.1826832,"Queer in the Heartland: Cancer Risks, Screenings, and Diagnoses among Sexual and Gender Minorities in Iowa","Gilbert, Paul A.; Lee, Abigail A.; Pass, Lauren; Lappin, Levi; Thompson, Lena; Sittig, Kelly Wells; Baker, Elizabeth; Hoffman-Zinnel, Daniel",JOURNAL OF HOMOSEXUALITY,2022,413
10.3166/pson-2020-0121,End of Life: Exploratory Survey on the Experience of Caregivers in an Oncology Department,"Chemrouk, Y.; Geniey, K.",PSYCHO-ONCOLOGIE,2020,414
10.1007/s11469-020-00335-8,Prevalence and Predictors of Being Overweight or Obese Among the Married Female Adolescents in Bangladesh: an Analysis of Bangladesh Demography and Health Survey 2014,"Ahmed, Md. Sabbir; Griffiths, Mark D.",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2023,415
10.1080/01933922.2019.1704115,Introduction to Group Work with African Americans Children and Adolescents,"Steen, Sam; Hines, Erik M.",JOURNAL FOR SPECIALISTS IN GROUP WORK,2020,416
10.1080/09638237.2018.1487532,"PTSD, psychological morbidity and marital dissatisfaction in colonial war veterans","Pereira, M. Graca; Pereira, Diana; Pedras, Susana",JOURNAL OF MENTAL HEALTH,2020,417
10.1016/j.ijhcs.2019.09.001,The role of demographic similarity in people's decision to interact with online anthropomorphic recommendation agents: Evidence from a functional magnetic resonance imaging (fMRI) study,"Benbasat, Izak; Dimoka, Angelika; Pavlou, Paul A.; Qiu, Lingyun",INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,2020,418
NA,The LIFE Child study: A cohort study investigating child development in changing environmental conditions,"Poulain, Tanja; Ludwig, Juliane; Vogel, Mandy; Hiemisch, Andreas; Koerner, Antje; Kiess, Wieland",ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,2020,419
10.3389/fpsyg.2020.607053,"Editorial: Positive Organizational Interventions: Contemporary Theories, Approaches and Applications","van Zyl, Llewellyn E.; Rothmann, Sebastiaan",FRONTIERS IN PSYCHOLOGY,2020,420
10.3758/s13420-020-00429-2,The paradoxical performance by different species on the ephemeral reward task,"Zentall, Thomas R.",LEARNING & BEHAVIOR,2021,421
10.1080/10400419.2020.1821550,DRD2 Taq IA Polymorphism Interacts with Parenting in Predicting Creativity: Evidence of Differential Susceptibility,"Si, Si; Zhang, Shun; Zhang, Jinghuan",CREATIVITY RESEARCH JOURNAL,2020,422
10.1177/1474704920961953,Is the Vertical-Horizontal Illusion a Byproduct of the Environmental Vertical Illusion?,"Hahnel-Peeters, Rebecka K.; Idoine, Jessica L.; Jackson, Russell E.; Goetz, Aaron T.",EVOLUTIONARY PSYCHOLOGY,2020,423
10.1080/03004430.2018.1521807,Leap-frog to literacy: maternal narrative supports differentially relate to child oral language and later reading outcomes,"Bailey, Alison L.; Moughamian, Ani C.; Kelly, Kimberly Reynolds; McCabe, Allyssa; Huang, Becky H.",EARLY CHILD DEVELOPMENT AND CARE,2020,424
10.3389/fnhum.2019.00451,Editorial: The Role of the Basal Ganglia in Somatosensory-Motor Interactions: Evidence From Neurophysiology and Behavior,"Beudel, Martijn; Macerollo, Antonella; Brown, Matt J. N.; Chen, Robert",FRONTIERS IN HUMAN NEUROSCIENCE,2020,425
10.1080/10926771.2018.1544183,Attributions of Conflict: Impact on the Relation between Parental Physical Maltreatment and Emotion Regulation Difficulties,"Dumessa, Lediya; Oliveros, Arazais D.; Coleman, Ashley",JOURNAL OF AGGRESSION MALTREATMENT & TRAUMA,2020,426
NA,"Ecology, Health and Human Well-being: perspectives from psychology","Veliz-Burgos, Alex",REVISTA COSTARRICENSE DE PSICOLOGIA,2020,427
10.1002/eat.23280,Internet-based interpretation bias modification for body dissatisfaction: A three-armed randomized controlled trial,"Dietel, Fanny Alexandra; Zache, Carina; Burkner, Paul-Christian; Schulte, Johanna; Moebius, Martin; Bischof, Annika; Wilhelm, Sabine; Buhlmann, Ulrike",INTERNATIONAL JOURNAL OF EATING DISORDERS,2020,428
10.1007/s10508-020-01664-4,Is the Loss of Trpc2 Gene Function a Real Working Hypothesis for the Emergence of Same-Sex Sexual Behavior in Old World Primates?,"Keller, Matthieu; Chamero, Pablo",ARCHIVES OF SEXUAL BEHAVIOR,2021,429
10.1080/21594937.2020.1778270,Playing bus in a bus - children transforming spaces within a mobile preschool into resources in place-making fantasy play,"Berkhuizen, Carina",INTERNATIONAL JOURNAL OF PLAY,2020,430
10.1007/s10899-020-09982-x,Gambling in Transition: Assessing Youth Narratives of Gambling in Nigeria,"Adebisi, Tunde; Alabi, Oluwatobi; Arisukwu, Ogadimma; Asamu, Festus",JOURNAL OF GAMBLING STUDIES,2021,431
10.1037/ser0000280,Provider General Attitudes Versus Specific Perceptions of Evidence-Based Psychotherapies for PTSD,"Cook, Joan M.; Thompson, Richard; Simiola, Vanessa; Stirman, Shannon Wiltsey; Schnurr, Paula P.",PSYCHOLOGICAL SERVICES,2020,432
10.6092/2282-1619/mjcp-2515,Defensive profile of parents of children with externalizing problems receiving Regulation-Focused Psychotherapy for Children (RFP-C): A pilot study,"Di Giuseppe, Mariagraia; Prout, Tracy A.; Fabiani, Matilde; Kui, Thomas",MEDITERRANEAN JOURNAL OF CLINICAL PSYCHOLOGY,2020,433
10.1177/1362361320959503,Gastrointestinal problems are associated with increased repetitive behaviors but not social communication difficulties in young children with autism spectrum disorders,"Chakraborty, Payal; Carpenter, Kimberly L. H.; Major, Samantha; Deaver, Megan; Vermeer, Saritha; Herold, Brianna; Franz, Lauren; Howard, Jill; Dawson, Geraldine",AUTISM,2021,434
10.1080/13854046.2020.1797175,An abbreviated WISC-5 model for identifying youth at risk for intellectual disability in a mixed clinical sample,"Zabel, T. Andrew; Rao, Roshni; Jacobson, Lisa A.; Pritchard, Alison E.; Mahone, E. Mark; Kalb, Luther",CLINICAL NEUROPSYCHOLOGIST,2022,435
10.1002/dys.1665,Introduction to the special issue: Teacher knowledge of literacy skills international perspectives,"Joshi, R. Malatesha; Wijekumar, Kausalai",DYSLEXIA,2020,436
10.1016/j.jaac.2019.04.004,The Association of Paternal IQ With Autism Spectrum Disorders and Its Comorbidities: A Population-Based Cohort Study,"Gardner, Renee M.; Dalman, Christina; Rai, Dheeraj; Lee, Brian K.; Karlsson, Hakan",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,437
10.1037/int0000213,Psychotherapist Experiences With Telepsychotherapy: Pre COVID-19 Lessons for a Post COVID-19 World,"MacMullin, Karen; Jerry, Paul; Cook, Karen",JOURNAL OF PSYCHOTHERAPY INTEGRATION,2020,438
10.1017/S003329172000433X,Rejoinder to rejoinder to commentary,"Tiihonen, Jari; Taipale, Heidi; Correll, Christoph U.",PSYCHOLOGICAL MEDICINE,2020,439
10.1177/0093854820941039,Are Protective Factors Valid Constructs? Interrater Reliability And Construct Validity Of Proposed Protective Factors Against Sexual Reoffending,"Willis, Gwenda M.; Kelley, Sharon M.; Thornton, David",CRIMINAL JUSTICE AND BEHAVIOR,2020,440
